Pct_Delta,PCT_Change,M_P_NTV,M_P_TTV,M_P_CTVP,M_P_CTVNP,M_P_DD,M_P_STRP,M_P_STRNP,M_P_YOT,M_P_CIN,M_P_DISP,M_P_DISNP,M_P_SEM,M_P_PAID_SOCIAL,M_P_DCI,M_P_DRD,TlncT_P_NTV,TlncT_P_TTV,TlncT_P_CTVP,TlncT_P_CTVNP,TlncT_P_DD,TlncT_P_STRP,TlncT_P_STRNP,TlncT_P_YOT,TlncT_P_CIN,TlncT_P_DISP,TlncT_P_DISNP,TlncT_P_SEM,TlncT_P_PAID_SOCIAL,TlncT_P_DCI,TlncT_P_DRD,CPT_P_NTV,CPT_P_TTV,CPT_P_CTVP,CPT_P_CTVNP,CPT_P_DD,CPT_P_STRP,CPT_P_STRNP,CPT_P_YOT,CPT_P_CIN,CPT_P_DISP,CPT_P_DISNP,CPT_P_SEM,CPT_P_PAID_SOCIAL,CPT_P_DCI,CPT_P_DRD,MCPT_P_NTV,MCPT_P_TTV,MCPT_P_CTVP,MCPT_P_CTVNP,MCPT_P_DD,MCPT_P_STRP,MCPT_P_STRNP,MCPT_P_YOT,MCPT_P_CIN,MCPT_P_DISP,MCPT_P_DISNP,MCPT_P_SEM,MCPT_P_PAID_SOCIAL,MCPT_P_DCI,MCPT_P_DRD,nMCPT_P_NTV,nMCPT_P_TTV,nMCPT_P_CTVP,nMCPT_P_CTVNP,nMCPT_P_DD,nMCPT_P_STRP,nMCPT_P_STRNP,nMCPT_P_YOT,nMCPT_P_CIN,nMCPT_P_DISP,nMCPT_P_DISNP,nMCPT_P_SEM,nMCPT_P_PAID_SOCIAL,nMCPT_P_DCI,nMCPT_P_DRD,nMTIncT_P_NTV,nMTIncT_P_TTV,nMTIncT_P_CTVP,nMTIncT_P_CTVNP,nMTIncT_P_DD,nMTIncT_P_STRP,nMTIncT_P_STRNP,nMTIncT_P_YOT,nMTIncT_P_CIN,nMTIncT_P_DISP,nMTIncT_P_DISNP,nMTIncT_P_SEM,nMTIncT_P_PAID_SOCIAL,nMTIncT_P_DCI,nMTIncT_P_DRD
0.200094607,211.4,72480097.13,17697353.24,3992772.782,11179607.24,29608920.91,25685173.3,64468063.35,23238671.44,13903037.78,59210258.62,4434210.418,62570527.71,58343984.74,7821254.588,12035274.71,1049194.17,297327.1272,68588.79897,192993.4702,472050.1683,519587.1617,1165699.298,573653.8466,237071.6393,1390786.04,124517.501,1398178.955,1097133.813,109722.9214,250484.7987,69.08168115,59.5214887,58.21318994,57.92738601,62.72409777,49.43381052,55.30419677,40.50992001,58.64487976,42.57323333,35.61114208,44.75144436,53.17854946,71.28186609,48.04792454,224.8264526,206.2303206,141.2954473,206.6785075,199.3634194,173.8602169,224.9688911,165.0458098,217.2407566,200.8101818,132.7346953,223.799556,204.8546865,222.7916542,149.1241499,224.8264526,206.2303206,141.2954473,206.6785075,199.3634194,173.8602169,224.9688911,165.0458098,217.2407566,200.8101818,132.7346953,223.799556,204.8546865,222.7916542,149.1241499,322.3824256,85.81353697,28.25832578,54.09177461,148.5173208,147.7346213,286.5643469,140.8013415,63.99829387,294.8568548,33.40656643,279.5828948,284.8066878,35.10568929,80.7064095
0.2,211.5,72514382.89,17705724.74,3994661.511,11184895.61,29622927.02,25697323.34,64498559.12,23249664.19,13909614.43,59238267.25,4436307.963,62600125.88,58371583.59,7824954.33,12040967.84,1049346.669,297367.7202,68602.1662,193019.0576,472120.4224,519657.0457,1165834.853,573720.4508,237101.9128,1390925.519,124533.3035,1398311.208,1097268.537,109739.5276,250522.9758,69.10431512,59.54151558,58.22937863,57.94710507,62.74443047,49.45054349,55.32392425,40.5243776,58.66512954,42.5891009,35.62346648,44.76837883,53.19717246,71.30479325,48.06332751,224.899743,206.2996534,141.3337702,206.7485753,199.4273106,173.9187748,225.0490386,165.1042169,217.315751,200.8847709,132.7804352,223.8842243,204.9259567,222.8632961,149.1714692,224.899743,206.2996534,141.3337702,206.7485753,199.4273106,173.9187748,225.0490386,165.1042169,217.315751,200.8847709,132.7804352,223.8842243,204.9259567,222.8632961,149.1714692,322.4298166,85.82527624,28.26402709,54.09902145,148.5399714,147.7547399,286.597799,140.8181125,64.00647154,294.8868,33.41085573,279.6093654,284.8423134,35.11100511,80.71897328
0.199905482,211.6,72548668.65,17714096.24,3996550.239,11190183.98,29636933.13,25709473.37,64529054.89,23260656.94,13916191.08,59266275.89,4438405.508,62629724.05,58399182.45,7828654.072,12046660.96,1049499.118,297408.2995,68615.5298,193044.6363,472190.6541,519726.9061,1165970.361,573787.0315,237132.176,1391064.945,124549.1006,1398443.411,1097403.214,109756.1286,250561.1408,69.1269458,59.56153972,58.2455641,57.96682151,62.76476011,49.4672742,55.34364943,40.53883351,58.68537673,42.60496687,35.63578931,44.7853117,53.21579315,71.32771693,48.07872811,224.9730227,206.3689768,141.3720853,206.8186337,199.491192,173.9773248,225.1291766,165.162617,217.3907358,200.9593523,132.8261691,223.9688846,204.997218,222.9349272,149.2187811,224.9730227,206.3689768,141.3720853,206.8186337,199.491192,173.9773248,225.1291766,165.162617,217.3907358,200.9593523,132.8261691,223.9688846,204.997218,222.9349272,149.2187811,322.4771921,85.83701156,28.26972687,54.10626585,148.5626149,147.7748517,286.6312392,140.8348775,64.01464639,294.9167342,33.41514355,279.635826,284.8779267,35.11631923,80.7315331
0.199811053,211.7,72582954.42,17722467.74,3998438.968,11195472.34,29650939.24,25721623.4,64559550.66,23271649.69,13922767.73,59294284.53,4440503.053,62659322.22,58426781.31,7832353.814,12052354.09,1049651.518,297448.8652,68628.88979,193070.2064,472260.8633,519796.743,1166105.82,573853.5886,237162.4286,1391204.32,124564.8923,1398575.564,1097537.845,109772.7242,250599.2937,69.14957316,59.58156113,58.26174634,57.98653533,62.7850867,49.48400265,55.36337232,40.55328772,58.70562134,42.62083124,35.64811058,44.80224296,53.23441155,71.35063715,48.09412634,225.0462915,206.4382906,141.4103926,206.8886827,199.5550635,174.0358667,225.2093054,165.2210101,217.4657111,201.0339261,132.8718972,224.053537,205.0684703,223.0065475,149.2660856,225.0462915,206.4382906,141.4103926,206.8886827,199.5550635,174.0358667,225.2093054,165.2210101,217.4657111,201.0339261,132.8718972,224.053537,205.0684703,223.0065475,149.2660856,322.5245523,85.84874294,28.27542513,54.11350779,148.5852512,147.7949568,286.6646676,140.8516367,64.02281841,294.9466574,33.4194299,279.6622765,284.9135278,35.12163164,80.74408897
0.199716714,211.8,72617240.18,17730839.25,4000327.697,11200760.71,29664945.36,25733773.44,64590046.44,23282642.44,13929344.38,59322293.17,4442600.598,62688920.39,58454380.17,7836053.556,12058047.22,1049803.867,297489.4173,68642.24615,193095.7678,472331.05,519866.5563,1166241.231,573920.1222,237192.6709,1391343.643,124580.6785,1398707.667,1097672.428,109789.3145,250637.4345,69.17219723,59.60157981,58.27792535,58.00624653,62.80541023,49.50072884,55.38309292,40.56774024,58.72586337,42.63669402,35.66043027,44.81917263,53.25302764,71.3735539,48.10952221,225.1195495,206.507595,141.448692,206.9587223,199.6189252,174.0944007,225.2894248,165.2793961,217.5406768,201.1084924,132.9176193,224.1381813,205.1397137,223.0781569,149.3133827,225.1195495,206.507595,141.448692,206.9587223,199.6189252,174.0944007,225.2894248,165.2793961,217.5406768,201.1084924,132.9176193,224.1381813,205.1397137,223.0781569,149.3133827,322.5718971,85.86047038,28.28112186,54.12074729,148.6078803,147.8150551,286.698084,140.86839,64.03098762,294.9765694,33.42371478,279.6887171,284.9491165,35.12694234,80.75664087
0.199622463,211.9,72651525.94,17739210.75,4002216.426,11206049.08,29678951.47,25745923.47,64620542.21,23293635.19,13935921.03,59350301.8,4444698.143,62718518.56,58481979.02,7839753.298,12063740.35,1049956.168,297529.9557,68655.5989,193121.3205,472401.2142,519936.3463,1166376.593,573986.6323,237222.9027,1391482.914,124596.4593,1398839.72,1097806.965,109805.8995,250675.5632,69.19481801,59.62159576,58.29410114,58.02595511,62.8257307,49.51745278,55.40281123,40.58219107,58.74610282,42.65255521,35.6727484,44.83610069,53.27164145,71.39646719,48.12491571,225.1927968,206.57689,141.4869837,207.0287525,199.6827771,174.1529267,225.3695349,165.3377752,217.6156329,201.1830511,132.9633356,224.2228176,205.2109481,223.1497556,149.3606724,225.1927968,206.57689,141.4869837,207.0287525,199.6827771,174.1529267,225.3695349,165.3377752,217.6156329,201.1830511,132.9633356,224.2228176,205.2109481,223.1497556,149.3606724,322.6192266,85.87219388,28.28681707,54.12798435,148.6305023,147.8351467,286.7314886,140.8851375,64.03915401,295.0064704,33.42799819,279.7151477,284.9846929,35.13225133,80.76918883
0.2,212,72685811.7,17747582.25,4004105.155,11211337.44,29692957.58,25758073.51,64651037.98,23304627.93,13942497.68,59378310.44,4446795.689,62748116.72,58509577.88,7843453.04,12069433.48,1050108.418,297570.4806,68668.94804,193146.8647,472471.356,520006.1127,1166511.908,574053.1189,237253.1241,1391622.133,124612.2346,1398971.724,1097941.455,109822.4791,250713.6799,69.21743548,59.64160898,58.3102737,58.04566107,62.84604813,49.53417446,55.42252724,40.59664022,58.76633969,42.6684148,35.68506497,44.85302716,53.29025295,71.41937702,48.14030685,225.2660333,206.6461755,141.5252675,207.0987734,199.7466192,174.2114447,225.4496356,165.3961472,217.6905795,201.2576022,133.0090461,224.307446,205.2821736,223.2213434,149.4079547,225.2660333,206.6461755,141.5252675,207.0987734,199.7466192,174.2114447,225.4496356,165.3961472,217.6905795,201.2576022,133.0090461,224.307446,205.2821736,223.2213434,149.4079547,322.6665407,85.88391345,28.29251076,54.13521896,148.6531171,147.8552316,286.7648812,140.9018791,64.04731759,295.0363604,33.43228013,279.7415683,285.0202571,35.13755863,80.78173284
0.200377181,212.1,72720097.46,17755953.75,4005993.884,11216625.81,29706963.69,25770223.54,64681533.75,23315620.68,13949074.33,59406319.08,4448893.234,62777714.89,58537176.74,7847152.782,12075126.61,1050260.62,297610.9919,68682.29356,193172.4001,472541.4754,520075.8558,1166647.174,574119.5821,237283.3351,1391761.302,124628.0046,1399103.677,1098075.899,109839.0534,250751.7845,69.24004966,59.66161947,58.32644305,58.06536442,62.8663625,49.55089389,55.44224097,40.61108767,58.78657398,42.68427281,35.69737997,44.86995204,53.30886217,71.4422834,48.15569562,225.339259,206.7154515,141.5635436,207.1687849,199.8104515,174.2699548,225.529727,165.4545123,217.7655165,201.3321457,133.0547506,224.3920664,205.3533901,223.2929204,149.4552296,225.339259,206.7154515,141.5635436,207.1687849,199.8104515,174.2699548,225.529727,165.4545123,217.7655165,201.3321457,133.0547506,224.3920664,205.3533901,223.2929204,149.4552296,322.7138395,85.89562909,28.29820293,54.14245113,148.6757248,147.8753098,286.7982621,140.9186148,64.05547835,295.0662393,33.43656061,279.7679789,285.0558089,35.14286421,80.7942729
0.200282752,212.2,72754383.22,17764325.25,4007882.612,11221914.18,29720969.8,25782373.58,64712029.53,23326613.43,13955650.98,59434327.71,4450990.779,62807313.06,58564775.59,7850852.524,12080819.74,1050412.771,297651.4896,68695.63548,193197.927,472611.5724,520145.5754,1166782.393,574186.0218,237313.5357,1391900.418,124643.7691,1399235.581,1098210.296,109855.6224,250789.877,69.26266055,59.68162724,58.34260917,58.08506515,62.88667383,49.56761107,55.46195241,40.62553345,58.80680569,42.70012922,35.7096934,44.88687531,53.32746909,71.46518632,48.17108203,225.412474,206.7847181,141.6018119,207.238787,199.8742739,174.3284569,225.6098091,165.5128704,217.8404441,201.4066817,133.1004493,224.4766788,205.4245977,223.3644866,149.5024972,225.412474,206.7847181,141.6018119,207.238787,199.8742739,174.3284569,225.6098091,165.5128704,217.8404441,201.4066817,133.1004493,224.4766788,205.4245977,223.3644866,149.5024972,322.7611229,85.9073408,28.30389357,54.14968086,148.6983253,147.8953812,286.831631,140.9353447,64.06363631,295.0961072,33.44083961,279.7943796,285.0913486,35.1481681,80.80680901
0.200188413,212.3,72788668.98,17772696.75,4009771.341,11227202.54,29734975.92,25794523.61,64742525.3,23337606.18,13962227.63,59462336.35,4453088.324,62836911.23,58592374.45,7854552.266,12086512.87,1050564.874,297691.9737,68708.97379,193223.4452,472681.647,520215.2716,1166917.563,574252.4381,237343.7259,1392039.483,124659.5282,1399367.435,1098344.646,109872.1861,250827.9575,69.28526815,59.70163229,58.35877208,58.10476327,62.90698212,49.58432599,55.48166156,40.63997753,58.82703483,42.71598404,35.72200527,44.90379699,53.34607372,71.48808578,48.18646608,225.4856782,206.8539753,141.6400723,207.3087797,199.9380866,174.386951,225.6898819,165.5712214,217.915362,201.4812101,133.1461422,224.5612832,205.4957964,223.4360421,149.5497574,225.4856782,206.8539753,141.6400723,207.3087797,199.9380866,174.386951,225.6898819,165.5712214,217.915362,201.4812101,133.1461422,224.5612832,205.4957964,223.4360421,149.5497574,322.8083911,85.91904859,28.3095827,54.15690816,148.7209187,147.9154459,286.8649881,140.9520687,64.07179145,295.125964,33.44511715,279.8207702,285.1268759,35.15347029,80.81934119
0.200094162,212.4,72822954.74,17781068.25,4011660.07,11232490.91,29748982.03,25806673.65,64773021.07,23348598.93,13968804.28,59490344.99,4455185.869,62866509.4,58619973.31,7858252.008,12092206,1050716.927,297732.4443,68722.30849,193248.9548,472751.6993,520284.9445,1167052.685,574318.831,237373.9057,1392178.497,124675.2819,1399499.24,1098478.95,109888.7445,250866.026,69.30787246,59.72163462,58.37493178,58.12445878,62.92728735,49.60103867,55.50136843,40.65441994,58.8472614,42.73183728,35.73431558,44.92071708,53.36467606,71.51098179,48.20184778,225.5588716,206.923223,141.678325,207.3787631,200.0018894,174.4454372,225.7699454,165.6295655,217.9902705,201.5557309,133.1918292,224.6458796,205.5669862,223.5075867,149.5970102,225.5588716,206.923223,141.678325,207.3787631,200.0018894,174.4454372,225.7699454,165.6295655,217.9902705,201.5557309,133.1918292,224.6458796,205.5669862,223.5075867,149.5970102,322.8556439,85.93075245,28.31527031,54.16413302,148.7435049,147.9355039,286.8983334,140.9687869,64.07994379,295.1558099,33.44939323,279.847151,285.162391,35.15877077,80.83186943
0.2,212.5,72857240.5,17789439.75,4013548.799,11237779.28,29762988.14,25818823.68,64803516.84,23359591.68,13975380.93,59518353.62,4457283.414,62896107.56,58647572.17,7861951.75,12097899.13,1050868.93,297772.9013,68735.6396,193274.4558,472821.7292,520354.5939,1167187.76,574385.2004,237404.0752,1392317.459,124691.0302,1399630.994,1098613.207,109905.2976,250904.0824,69.33047348,59.74163422,58.39108827,58.14415168,62.94758955,49.61774909,55.52107301,40.66886066,58.8674854,42.74768892,35.74662433,44.93763558,53.38327611,71.53387436,48.21722711,225.6320543,206.9924613,141.71657,207.4487371,200.0656825,174.5039154,225.8499996,165.6879027,218.0651694,201.6302442,133.2375103,224.7304681,205.6381671,223.5791206,149.6442557,225.6320543,206.9924613,141.71657,207.4487371,200.0656825,174.5039154,225.8499996,165.6879027,218.0651694,201.6302442,133.2375103,224.7304681,205.6381671,223.5791206,149.6442557,322.9028815,85.9424524,28.3209564,54.17135545,148.766084,147.9555552,286.9316669,140.9854993,64.08809333,295.1856447,33.45366784,279.8735218,285.1978939,35.16406956,80.84439374
0.199905927,212.6,72891526.26,17797811.25,4015437.528,11243067.64,29776994.25,25830973.72,64834012.62,23370584.43,13981957.58,59546362.26,4459380.959,62925705.73,58675171.02,7865651.492,12103592.25,1051020.884,297813.3449,68748.96711,193299.9482,472891.7368,520424.2201,1167322.787,574451.5466,237434.2343,1392456.37,124706.7731,1399762.7,1098747.418,109921.8454,250942.1268,69.35307122,59.76163111,58.40724154,58.16384198,62.96788871,49.63445728,55.54077532,40.68329969,58.88770683,42.76353898,35.75893151,44.95455248,53.40187387,71.55676347,48.2326041,225.7052263,207.0616902,141.7548071,207.5187018,200.1294658,174.5623857,225.9300445,165.7462328,218.1400589,201.7047499,133.2831856,224.8150487,205.7093391,223.6506437,149.6914938,225.7052263,207.0616902,141.7548071,207.5187018,200.1294658,174.5623857,225.9300445,165.7462328,218.1400589,201.7047499,133.2831856,224.8150487,205.7093391,223.6506437,149.6914938,322.9501038,85.95414844,28.32664097,54.17857545,148.788656,147.9755998,286.9649885,141.0022058,64.09624006,295.2154686,33.45794099,279.8998826,285.2333846,35.16936666,80.85691411
0.199811942,212.7,72925812.02,17806182.76,4017326.257,11248356.01,29791000.36,25843123.75,64864508.39,23381577.18,13988534.23,59574370.9,4461478.504,62955303.9,58702769.88,7869351.234,12109285.38,1051172.789,297853.7748,68762.29102,193325.4321,472961.722,520493.8229,1167457.765,574517.8693,237464.3831,1392595.23,124722.5106,1399894.355,1098881.582,109938.3879,250980.1592,69.37566568,59.78162528,58.42339161,58.18352966,62.98818483,49.65116321,55.56047534,40.69773705,58.90792569,42.77938746,35.77123714,44.97146779,53.42046935,71.57964915,48.24797872,225.7783875,207.1309097,141.7930365,207.5886572,200.1932393,174.620848,226.01008,165.804556,218.2149388,201.7792481,133.3288551,224.8996213,205.7805021,223.7221561,149.7387245,225.7783875,207.1309097,141.7930365,207.5886572,200.1932393,174.620848,226.01008,165.804556,218.2149388,201.7792481,133.3288551,224.8996213,205.7805021,223.7221561,149.7387245,322.9973108,85.96584057,28.33232403,54.18579302,148.8112209,147.9956377,286.9982984,141.0189065,64.104384,295.2452814,33.46221268,279.9262335,285.268863,35.17466206,80.86943056
0.199718045,212.8,72960097.78,17814554.26,4019214.986,11253644.38,29805006.48,25855273.79,64895004.16,23392569.93,13995110.88,59602379.54,4463576.05,62984902.07,58730368.74,7873050.976,12114978.51,1051324.645,297894.1913,68775.61134,193350.9073,473031.685,520563.4024,1167592.697,574584.1688,237494.5215,1392734.038,124738.2427,1400025.961,1099015.7,109954.9251,251018.1797,69.39825686,59.80161674,58.43953848,58.20321475,63.00847792,49.6678669,55.58017308,40.71217273,58.92814198,42.79523435,35.78354121,44.98838151,53.43906255,71.60253137,48.263351,225.8515381,207.2001197,141.8312582,207.6586032,200.2570031,174.6793024,226.0901063,165.8628722,218.2898092,201.8537388,133.3745187,224.9841859,205.8516563,223.7936576,149.7859479,225.8515381,207.2001197,141.8312582,207.6586032,200.2570031,174.6793024,226.0901063,165.8628722,218.2898092,201.8537388,133.3745187,224.9841859,205.8516563,223.7936576,149.7859479,323.0445026,85.97752878,28.33800558,54.19300816,148.8337787,148.0156689,287.0315964,141.0356014,64.11252514,295.2750833,33.46648291,279.9525745,285.3043293,35.17995576,80.88194309
0.199624237,212.9,72994383.54,17822925.76,4021103.714,11258932.74,29819012.59,25867423.82,64925499.94,23403562.68,14001687.53,59630388.17,4465673.595,63014500.24,58757967.6,7876750.718,12120671.64,1051476.452,297934.5943,68788.92808,193376.3739,473101.6257,520632.9587,1167727.58,574650.4449,237524.6495,1392872.795,124753.9695,1400157.518,1099149.772,109971.4571,251056.1881,69.42084476,59.82160548,58.45568214,58.22289722,63.02876797,49.68456835,55.59986855,40.72660673,58.94835571,42.81107965,35.79584372,45.00529364,53.45765346,71.62541016,48.27872092,225.9246779,207.2693204,141.8694721,207.7285399,200.3207571,174.7377489,226.1701234,165.9211815,218.3646701,201.9282219,133.4201764,225.0687426,205.9228016,223.8651485,149.8331639,225.9246779,207.2693204,141.8694721,207.7285399,200.3207571,174.7377489,226.1701234,165.9211815,218.3646701,201.9282219,133.4201764,225.0687426,205.9228016,223.8651485,149.8331639,323.0916792,85.98921309,28.34368562,54.20022088,148.8563293,148.0356934,287.0648827,141.0522904,64.12066349,295.3048742,33.47075168,279.9789056,285.3397834,35.18524778,80.89445169
0.2,213,73028669.3,17831297.26,4022992.443,11264221.11,29833018.7,25879573.86,64955995.71,23414555.42,14008264.18,59658396.81,4467771.14,63044098.41,58785566.45,7880450.46,12126364.77,1051628.209,297974.9838,68802.24122,193401.832,473171.5441,520702.4916,1167862.415,574716.6977,237554.7673,1393011.501,124769.6908,1400289.025,1099283.797,109987.9837,251094.1845,69.44342938,59.84159151,58.4718226,58.2425771,63.04905499,49.70126756,55.61956173,40.74103905,58.96856688,42.82692337,35.80814467,45.02220418,53.47624209,71.64828551,48.2940885,225.997807,207.3385116,141.9076782,207.7984672,200.3845013,174.7961874,226.2501311,165.9794838,218.4395215,202.0026975,133.4658284,225.1532913,205.993938,223.9366286,149.8803726,225.997807,207.3385116,141.9076782,207.7984672,200.3845013,174.7961874,226.2501311,165.9794838,218.4395215,202.0026975,133.4658284,225.1532913,205.993938,223.9366286,149.8803726,323.1388405,86.0008935,28.34936414,54.20743117,148.8788729,148.0557113,287.0981572,141.0689737,64.12879904,295.3346542,33.475019,280.0052268,285.3752252,35.1905381,80.90695637
0.200375411,213.1,73062955.06,17839668.76,4024881.172,11269509.48,29847024.81,25891723.89,64986491.48,23425548.17,14014840.83,59686405.45,4469868.685,63073696.57,58813165.31,7884150.202,12132057.9,1051779.918,298015.3598,68815.55078,193427.2815,473241.4403,520772.0013,1167997.203,574782.9273,237584.8747,1393150.156,124785.4068,1400420.483,1099417.776,110004.5051,251132.169,69.46601073,59.86157483,58.48795986,58.26225438,63.06933897,49.71796453,55.63925265,40.75546969,58.98877548,42.84276552,35.82044407,45.03911314,53.49482845,71.67115743,48.30945373,226.0709254,207.4076935,141.9458766,207.8683853,200.4482358,174.8546181,226.3301296,166.0377791,218.5143635,202.0771655,133.5114745,225.2378321,206.0650655,224.0080979,149.927574,226.0709254,207.4076935,141.9458766,207.8683853,200.4482358,174.8546181,226.3301296,166.0377791,218.5143635,202.0771655,133.5114745,225.2378321,206.0650655,224.0080979,149.927574,323.1859866,86.01257002,28.35504115,54.21463905,148.9014094,148.0757224,287.1314199,141.0856511,64.13693181,295.3644232,33.47928486,280.0315381,285.4106549,35.19582673,80.91945714
0.200281426,213.2,73097240.82,17848040.26,4026769.901,11274797.84,29861030.92,25903873.92,65016987.25,23436540.92,14021417.48,59714414.08,4471966.23,63103294.74,58840764.17,7887849.944,12137751.03,1051931.577,298055.7223,68828.85676,193452.7224,473311.3142,520841.4878,1168131.943,574849.1336,237614.9718,1393288.759,124801.1174,1400551.892,1099551.709,110021.0212,251170.1416,69.48858881,59.88155544,58.50409393,58.28192906,63.08961993,49.73465926,55.65894129,40.76989866,59.00898152,42.85860607,35.83274191,45.0560205,53.51341252,71.6940259,48.32481661,226.144033,207.476866,141.9840672,207.938294,200.5119605,174.9130408,226.4101188,166.0960675,218.5891959,202.1516261,133.5571147,225.322365,206.1361842,224.0795566,149.974768,226.144033,207.476866,141.9840672,207.938294,200.5119605,174.9130408,226.4101188,166.0960675,218.5891959,202.1516261,133.5571147,225.322365,206.1361842,224.0795566,149.974768,323.2331176,86.02424263,28.36071666,54.2218445,148.9239387,148.0957269,287.1646709,141.1023227,64.14506179,295.3941813,33.48354926,280.0578396,285.4460725,35.20111368,80.931954
0.200187529,213.3,73131526.58,17856411.76,4028658.63,11280086.21,29875037.04,25916023.96,65047483.03,23447533.67,14027994.13,59742422.72,4474063.775,63132892.91,58868363.03,7891549.686,12143444.16,1052083.187,298096.0714,68842.15916,193478.1548,473381.166,520910.9511,1168266.636,574915.3167,237645.0586,1393427.312,124816.8226,1400683.251,1099685.595,110037.532,251208.1021,69.51116362,59.90153335,58.5202248,58.30160114,63.10989787,49.75135175,55.67862765,40.78432595,59.02918501,42.87444505,35.8450382,45.07292628,53.53199431,71.71689095,48.34017714,226.21713,207.5460291,142.0222502,208.0081934,200.5756755,174.9714556,226.4900988,166.154349,218.6640189,202.2260791,133.6027492,225.4068899,206.207294,224.1510045,150.0219547,226.21713,207.5460291,142.0222502,208.0081934,200.5756755,174.9714556,226.4900988,166.154349,218.6640189,202.2260791,133.6027492,225.4068899,206.207294,224.1510045,150.0219547,323.2802333,86.03591136,28.36639065,54.22904754,148.946461,148.1157248,287.1979101,141.1189886,64.15318898,295.4239285,33.48781221,280.0841311,285.4814779,35.20639894,80.94444695
0.200093721,213.4,73165812.34,17864783.26,4030547.359,11285374.58,29889043.15,25928173.99,65077978.8,23458526.42,14034570.78,59770431.36,4476161.32,63162491.08,58895961.88,7895249.428,12149137.29,1052234.749,298136.407,68855.45798,193503.5786,473450.9955,520980.3912,1168401.281,574981.4765,237675.1351,1393565.814,124832.5225,1400814.561,1099819.436,110054.0376,251246.0508,69.53373516,59.92150855,58.53635248,58.32127063,63.13017277,49.768042,55.69831174,40.79875157,59.04938593,42.89028245,35.85733294,45.08983048,53.55057383,71.73975257,48.35553533,226.2902164,207.6151828,142.0604254,208.0780836,200.6393808,175.0298625,226.5700694,166.2126235,218.7388324,202.3005246,133.6483778,225.491407,206.2783949,224.2224417,150.0691341,226.2902164,207.6151828,142.0604254,208.0780836,200.6393808,175.0298625,226.5700694,166.2126235,218.7388324,202.3005246,133.6483778,225.491407,206.2783949,224.2224417,150.0691341,323.3273339,86.04757619,28.37206314,54.23624816,148.9689763,148.135716,287.2311376,141.1356486,64.16131339,295.4536647,33.49207371,280.1104128,285.5168711,35.21168251,80.95693599
0.2,213.5,73200098.1,17873154.76,4032436.087,11290662.94,29903049.26,25940324.03,65108474.57,23469519.17,14041147.43,59798439.99,4478258.866,63192089.25,58923560.74,7898949.17,12154830.42,1052386.261,298176.7292,68868.75323,193528.9939,473520.8029,521049.8082,1168535.879,575047.6132,237705.2013,1393704.264,124848.217,1400945.821,1099953.23,110070.5379,251283.9875,69.55630343,59.94148105,58.55247697,58.34093752,63.15044466,49.78473003,55.71799357,40.81317552,59.06958431,42.90611827,35.86962612,45.10673309,53.56915108,71.76261076,48.37089118,226.363292,207.6843272,142.0985928,208.1479644,200.7030763,175.0882615,226.6500309,166.270891,218.8136365,202.3749626,133.6940006,225.5759161,206.3494869,224.2938682,150.1163062,226.363292,207.6843272,142.0985928,208.1479644,200.7030763,175.0882615,226.6500309,166.270891,218.8136365,202.3749626,133.6940006,225.5759161,206.3494869,224.2938682,150.1163062,323.3744193,86.05923714,28.37773413,54.24344637,148.9914844,148.1557005,287.2643534,141.1523029,64.16943502,295.48339,33.49633376,280.1366846,285.5522522,35.2169644,80.96942113
0.199906367,213.6,73234383.86,17881526.27,4034324.816,11295951.31,29917055.37,25952474.06,65138970.34,23480511.92,14047724.08,59826448.63,4480356.411,63221687.42,58951159.6,7902648.912,12160523.54,1052537.724,298217.038,68882.04491,193554.4007,473590.5882,521119.2019,1168670.429,575113.7267,237735.2573,1393842.664,124863.9061,1401077.033,1100086.978,110087.033,251321.9123,69.57886844,59.96145084,58.56859827,58.36060183,63.17071352,49.80141581,55.73767312,40.82759779,59.08978012,42.92195251,35.88191775,45.12363412,53.58772605,71.78546552,48.38624469,226.436357,207.7534622,142.1367526,208.2178359,200.7667621,175.1466526,226.7299831,166.3291517,218.8884311,202.449393,133.7396176,225.6604172,206.4205701,224.365284,150.163471,226.436357,207.7534622,142.1367526,208.2178359,200.7667621,175.1466526,226.7299831,166.3291517,218.8884311,202.449393,133.7396176,225.6604172,206.4205701,224.365284,150.163471,323.4214895,86.0708942,28.38340361,54.25064217,149.0139855,148.1756784,287.2975574,141.1689513,64.17755387,295.5131045,33.50059235,280.1629465,285.5876212,35.2222446,80.98190237
