Pct_Delta,PCT_Change,M_P_NTV,M_P_FABING,M_P_STR,M_P_SNP,M_P_TIK,M_P_DIS_BAN,M_P_TWT,M_P_RAD,M_P_DIS_AFF,M_P_CEM,M_P_SEM,TlncT_P_NTV,TlncT_P_FABING,TlncT_P_STR,TlncT_P_SNP,TlncT_P_TIK,TlncT_P_DIS_BAN,TlncT_P_TWT,TlncT_P_RAD,TlncT_P_DIS_AFF,TlncT_P_CEM,TlncT_P_SEM,CPT_P_NTV,CPT_P_FABING,CPT_P_STR,CPT_P_SNP,CPT_P_TIK,CPT_P_DIS_BAN,CPT_P_TWT,CPT_P_RAD,CPT_P_DIS_AFF,CPT_P_CEM,CPT_P_SEM,MCPT_P_NTV,MCPT_P_FABING,MCPT_P_STR,MCPT_P_SNP,MCPT_P_TIK,MCPT_P_DIS_BAN,MCPT_P_TWT,MCPT_P_RAD,MCPT_P_DIS_AFF,MCPT_P_CEM,MCPT_P_SEM,nMCPT_P_NTV,nMCPT_P_FABING,nMCPT_P_STR,nMCPT_P_SNP,nMCPT_P_TIK,nMCPT_P_DIS_BAN,nMCPT_P_TWT,nMCPT_P_RAD,nMCPT_P_DIS_AFF,nMCPT_P_CEM,nMCPT_P_SEM,nMTIncT_P_NTV,nMTIncT_P_FABING,nMTIncT_P_STR,nMTIncT_P_SNP,nMTIncT_P_TIK,nMTIncT_P_DIS_BAN,nMTIncT_P_TWT,nMTIncT_P_RAD,nMTIncT_P_DIS_AFF,nMTIncT_P_CEM,nMTIncT_P_SEM
0.200246457,162.3,8379021.249,3906624.248,3253999.904,681423.5948,607203.4792,605226.1481,562622.6554,391073.211,115047.978,20812.08931,1587431.533,375705.3841,293250.9249,187576.5053,62039.39366,54740.96713,68262.98511,39445.05456,21416.20699,16838.04963,2895.3881,151506.8648,22.30210586,13.3217798,17.34758785,10.98372429,11.09230456,8.866095544,14.26345233,18.26061969,6.83261901,7.188013692,10.47762116,81.54028197,31.63302346,40.35031081,29.39537213,26.16308433,18.59128127,31.01266266,33.82075378,11.5821727,9.584756264,22.78122596,81.35185174,31.57907838,40.28286835,29.33974387,26.11877601,18.56353657,30.96439431,33.77799171,11.56951689,9.579010849,22.74576908,20599.46042,24741.85092,16155.75076,4645.05483,4649.555393,6520.591007,3633.997486,2315.5504,1988.812136,434.5352487,13958.03789
0.200123153,162.4,8384183.924,3909031.287,3256004.833,681843.4491,607577.6034,605599.0539,562969.3114,391314.168,115118.864,20824.91253,1588409.618,375768.6985,293327.0175,187626.1934,62053.67666,54755.26683,68283.04321,39456.23244,21423.33152,16844.1699,2896.725977,151549.7986,22.31208708,13.32652996,17.35367954,10.98796213,11.09624039,8.868952311,14.26819736,18.26579436,6.834344743,7.189120647,10.48110675,81.57664149,31.64429723,40.36447566,29.40669465,26.17235928,18.59726854,31.02297647,33.83033491,11.58509714,9.586231864,22.78880226,81.38813865,31.5903364,40.29701388,29.35104847,26.12803811,18.56951674,30.97469524,33.78756367,11.57243903,9.580486018,22.75333592,20602.9627,24748.27262,16160.03033,4646.126695,4650.770952,6522.507422,3635.027283,2316.320714,1989.535026,434.7360351,13961.99329
0.2,162.5,8389346.599,3911438.326,3258009.762,682263.3035,607951.7275,605971.9598,563315.9674,391555.125,115189.75,20837.73575,1589387.703,375831.9847,293403.0829,187675.864,62067.95417,54769.56146,68303.09486,39467.40661,21430.45403,16850.28862,2898.063647,151592.7182,22.32206661,13.33127889,17.35976962,10.99219899,11.10017519,8.871808239,14.27294104,18.27096731,6.836069849,7.190227091,10.48459136,81.61299481,31.65556808,40.37863676,29.41801456,26.1816318,18.60325405,31.03328736,33.83991286,11.58802052,9.587706782,22.79637641,81.42441935,31.6015915,40.31115566,29.36235046,26.13729779,18.57549516,30.98499325,33.79713245,11.57536012,9.581960506,22.76090061,20606.46343,24754.69203,16164.30841,4647.198148,4651.986081,6524.42322,3636.056738,2317.09081,1990.257734,434.9367906,13965.94739
0.199876999,162.6,8394509.274,3913845.365,3260014.691,682683.1578,608325.8516,606344.8656,563662.6233,391796.082,115260.636,20850.55897,1590365.787,375895.2427,293479.1214,187725.5172,62082.22619,54783.85102,68323.14005,39478.57707,21437.57453,16856.4058,2899.401112,151635.6234,22.33204446,13.33602659,17.36585808,10.99643489,11.10410897,8.874663329,14.27768337,18.27613854,6.837794329,7.191333025,10.48807497,81.64934191,31.666836,40.39279412,29.42933186,26.1909019,18.6092378,31.04359533,33.84948762,11.59094283,9.58918102,22.80394842,81.46069385,31.61284367,40.3252937,29.37364985,26.14655505,18.58147182,30.99528834,33.80669804,11.57828014,9.583434314,22.76846317,20609.96261,24761.10916,16168.58498,4648.269189,4653.20078,6526.338401,3637.085851,2317.860688,1990.98026,435.1375152,13969.90017
0.199754149,162.7,8399671.948,3916252.404,3262019.62,683103.0121,608699.9758,606717.7714,564009.2793,392037.039,115331.522,20863.38219,1591343.872,375958.4726,293555.1327,187775.153,62096.49271,54798.13553,68343.1788,39489.74381,21444.69301,16862.52144,2900.738372,151678.5145,22.34202063,13.34077305,17.37194494,11.0006698,11.10804172,8.877517582,14.28242437,18.28130805,6.839518184,7.192438449,10.49155761,81.68568282,31.67810101,40.40694773,29.44064654,26.20016958,18.61521979,31.05390038,33.8590592,11.59386409,9.590654579,22.81151829,81.49696217,31.62409293,40.33942801,29.38494662,26.15580989,18.58744673,31.00558052,33.81626047,11.5811991,9.584907442,22.77602358,20613.46024,24767.524,16172.86006,4649.339819,4654.415049,6528.252967,3638.114622,2318.630349,1991.702603,435.3382089,13973.85164
0.19963145,162.8,8404834.623,3918659.443,3264024.549,683522.8665,609074.0999,607090.6772,564355.9353,392277.996,115402.408,20876.20542,1592321.957,376021.6743,293631.117,187824.7715,62110.75376,54812.41498,68363.21111,39500.90685,21451.80948,16868.63553,2902.075426,151721.3913,22.35199511,13.34551829,17.37803019,11.00490374,11.11197345,8.880370997,14.28716402,18.28647585,6.841241413,7.193543363,10.49503925,81.72201753,31.6893631,40.4210976,29.45195862,26.20943484,18.62120004,31.06420253,33.86862761,11.59678429,9.592127458,22.81908602,81.5332243,31.63533928,40.35355858,29.3962408,26.16506231,18.59341989,31.0158698,33.82581972,11.58411701,9.586379891,22.78358185,20616.95633,24773.93657,16177.13364,4650.410039,4655.628889,6530.166918,3639.143051,2319.399792,1992.424764,435.5388719,13977.8018
0.199508901,162.9,8409997.298,3921066.482,3266029.478,683942.7208,609448.2241,607463.583,564702.5913,392518.953,115473.294,20889.02864,1593300.041,376084.8479,293707.0743,187874.3725,62125.00932,54826.68939,68383.23698,39512.06619,21458.92394,16874.74809,2903.412274,151764.2538,22.36196791,13.3502623,17.38411383,11.00913671,11.11590415,8.883223577,14.29190234,18.29164193,6.842964018,7.194647768,10.49851992,81.75834605,31.70062228,40.43524374,29.46326809,26.21869769,18.62717853,31.07450176,33.87819285,11.59970343,9.59359966,22.82665161,81.56948025,31.64658272,40.36768541,29.40753236,26.17431232,18.59939129,31.02615616,33.8353758,11.58703385,9.587851662,22.79113799,20620.45087,24780.34685,16181.40572,4651.479848,4656.8423,6532.080254,3640.17114,2320.169017,1993.146744,435.739504,13981.75064
0.2,163,8415159.973,3923473.521,3268034.408,684362.5752,609822.3482,607836.4889,565049.2473,392759.91,115544.18,20901.85186,1594278.126,376147.9934,293783.0047,187923.9562,62139.25942,54840.95876,68403.25643,39523.22183,21466.0364,16880.85911,2904.748918,151807.1022,22.37193902,13.35500508,17.39019587,11.01336871,11.11983383,8.886075321,14.29663932,18.2968063,6.844685999,7.195751665,10.5019996,81.79466838,31.71187854,40.44938615,29.47457495,26.22795812,18.63315527,31.08479809,33.88775491,11.60262152,9.595071184,22.83421507,81.60573002,31.65782325,40.38180852,29.41882133,26.18355993,18.60536095,31.03643963,33.84492871,11.58994965,9.589322756,22.798692,20623.94386,24786.75486,16185.67631,4652.549247,4658.055283,6533.992976,3641.198888,2320.938025,1993.868542,435.9401053,13985.69818
0.200490497,163.1,8420322.648,3925880.56,3270039.337,684782.4295,610196.4723,608209.3947,565395.9032,393000.867,115615.066,20914.67508,1595256.211,376211.1109,293858.9081,187973.5226,62153.50404,54855.22308,68423.26946,39534.37378,21473.14684,16886.96859,2906.085356,151849.9364,22.38190846,13.35974664,17.3962763,11.01759973,11.12376248,8.888926231,14.30137496,18.30196896,6.846407357,7.196855054,10.5054783,81.83098453,31.7231319,40.46352482,29.48587922,26.23721614,18.63913026,31.09509151,33.89731381,11.60553854,9.596542031,22.8417764,81.64197362,31.66906087,40.39592791,29.4301077,26.19280512,18.61132886,31.04672019,33.85447846,11.59286438,9.590793173,22.80624388,20627.43531,24793.16059,16189.9454,4653.618236,4659.267838,6535.905085,3642.226295,2321.706816,1994.590158,436.1406759,13989.64441
0.200367647,163.2,8425485.323,3928287.599,3272044.266,685202.2838,610570.5965,608582.3005,565742.5592,393241.824,115685.952,20927.4983,1596234.296,376274.2004,293934.7845,188023.0716,62167.74321,54869.48237,68443.27607,39545.52203,21480.25528,16893.07654,2907.42159,151892.7564,22.39187623,13.36448697,17.40235513,11.02182979,11.12769011,8.891776307,14.30610927,18.30712991,6.848128092,7.197957936,10.50895602,81.8672945,31.73438235,40.47765977,29.49718088,26.24647175,18.6451035,31.10538203,33.90686955,11.60845452,9.598012202,22.84933559,81.67821105,31.68029559,40.41004357,29.44139148,26.2020479,18.61729502,31.05699785,33.86402504,11.59577806,9.592262913,22.81379362,20630.92522,24799.56406,16194.21301,4654.686817,4660.479965,6537.816581,3643.253363,2322.475391,1995.311593,436.3412157,13993.58934
0.200244948,163.3,8430647.997,3930694.638,3274049.195,685622.1382,610944.7206,608955.2063,566089.2152,393482.781,115756.838,20940.32153,1597212.38,376337.2619,294010.6341,188072.6034,62181.97692,54883.73664,68463.27627,39556.6666,21487.36172,16899.18295,2908.757619,151935.5622,22.40184231,13.36922608,17.40843236,11.02605887,11.13161672,8.89462555,14.31084224,18.31228916,6.849848206,7.199060311,10.51243275,81.9035983,31.7456299,40.491791,29.50847995,26.25572495,18.651075,31.11566965,33.91642213,11.61136944,9.599481698,22.85689265,81.71444232,31.69152741,40.42415551,29.45267266,26.21128829,18.62325944,31.06727261,33.87356847,11.59869069,9.593731979,22.82134124,20634.41359,24805.96525,16198.47912,4655.754988,4661.691665,6539.727464,3644.28009,2323.243749,1996.032847,436.5417248,13997.53295
0.200122399,163.4,8435810.672,3933101.677,3276054.124,686041.9925,611318.8448,609328.1121,566435.8712,393723.738,115827.724,20953.14475,1598190.465,376400.2955,294086.4568,188122.1178,62196.20518,54897.98588,68483.27007,39567.80748,21494.46615,16905.28783,2910.093443,151978.3539,22.41180672,13.37396397,17.41450799,11.03028698,11.13554231,8.89747396,14.31557388,18.3174467,6.851567698,7.20016218,10.51590851,81.93989593,31.75687454,40.50591851,29.51977643,26.26497575,18.65704475,31.12595437,33.92597155,11.6142833,9.600950519,22.86444758,81.75066744,31.70275633,40.43826374,29.46395124,26.22052626,18.62922212,31.07754448,33.88310874,11.60160227,9.59520037,22.82888673,20637.90043,24812.36417,16202.74374,4656.822752,4662.902938,6541.637736,3645.306478,2324.01189,1996.753919,436.7422032,14001.47527
0.2,163.5,8440973.347,3935508.716,3278059.053,686461.8469,611692.9689,609701.018,566782.5272,393964.695,115898.61,20965.96797,1599168.55,376463.3011,294162.2526,188171.615,62210.428,54912.2301,68503.25747,39578.94468,21501.56859,16911.39117,2911.429063,152021.1314,22.42176946,13.37870064,17.42058202,11.03451413,11.13946689,8.90032154,14.32030418,18.32260253,6.853286569,7.201263543,10.51938329,81.9761874,31.76811629,40.5200423,29.53107031,26.27422415,18.66301276,31.1362362,33.93551781,11.61719612,9.602418667,22.87200039,81.7868864,31.71398236,40.45236826,29.47522724,26.22976184,18.63518306,31.08781346,33.89264587,11.60451279,9.596668087,22.8364301,20641.38572,24818.76083,16207.00688,4657.890107,4664.113785,6543.547397,3646.332527,2324.779815,1997.474811,436.9426509,14005.41628
0.199877751,163.6,8446136.022,3937915.755,3280063.982,686881.7012,612067.093,610073.9238,567129.1831,394205.652,115969.496,20978.79119,1600146.635,376526.2788,294238.0216,188221.095,62224.64537,54926.46931,68523.23848,39590.0782,21508.66902,16917.49299,2912.764479,152063.8948,22.43173052,13.38343608,17.42665445,11.03874031,11.14339044,8.903168288,14.32503316,18.32775666,6.855004821,7.202364401,10.5228571,82.01247271,31.77935514,40.53416238,29.5423616,26.28347014,18.66897903,31.14651514,33.94506093,11.62010788,9.603886141,22.87955108,81.82309922,31.72520549,40.46646906,29.48650065,26.23899502,18.64114225,31.09807955,33.90217984,11.60742227,9.598135131,22.84397135,20644.86949,24825.15523,16211.26853,4658.957055,4665.324206,6545.456447,3647.358237,2325.547525,1998.195522,437.143068,14009.35599
0.199755651,163.7,8451298.697,3940322.794,3282068.911,687301.5556,612441.2172,610446.8296,567475.8391,394446.609,116040.382,20991.61441,1601124.719,376589.2287,294313.7639,188270.5577,62238.85732,54940.70351,68543.2131,39601.20805,21515.76746,16923.59328,2914.099691,152106.6441,22.44168992,13.38817031,17.43272529,11.04296552,11.14731298,8.906014206,14.32976081,18.33290909,6.856722452,7.203464755,10.52632992,82.04875186,31.79059109,40.54827875,29.5536503,26.29271374,18.67494356,31.15679119,33.95460089,11.6230186,9.605352944,22.88709964,81.85930589,31.73642573,40.48056616,29.49777148,26.2482258,18.64709971,31.10834276,33.91171066,11.6103307,9.599601503,22.85151047,20648.35172,24831.54737,16215.5287,4660.023596,4666.534201,6547.364888,3648.383609,2326.315018,1998.916052,437.3434545,14013.2944
0.1996337,163.8,8456461.372,3942729.833,3284073.84,687721.4099,612815.3413,610819.7354,567822.4951,394687.566,116111.268,21004.43764,1602102.804,376652.1507,294389.4793,188320.0031,62253.06383,54954.9327,68563.18134,39612.33423,21522.86391,16929.69204,2915.434699,152149.3793,22.45164764,13.39290331,17.43879453,11.04718977,11.1512345,8.908859295,14.33448713,18.33805983,6.858439465,7.204564605,10.52980177,82.08502487,31.80182416,40.56239141,29.56493641,26.30195494,18.68090636,31.16706436,33.96413771,11.62592827,9.606819074,22.89464608,81.89550642,31.74764309,40.49465956,29.50903972,26.25745419,18.65305544,31.11860308,33.92123834,11.61323807,9.601067203,22.85904748,20651.83242,24837.93724,16219.78738,4661.08973,4667.743771,6549.272719,3649.408642,2327.082296,1999.636402,437.5438103,14017.23152
0.199511897,163.9,8461624.046,3945136.872,3286078.769,688141.2642,613189.4655,611192.6413,568169.1511,394928.523,116182.154,21017.26086,1603080.889,376715.045,294465.168,188369.4314,62267.26492,54969.1569,68583.14321,39623.45674,21529.95836,16935.78927,2916.769503,152192.1004,22.4616037,13.3976351,17.44486218,11.05141305,11.155155,8.911703556,14.33921212,18.34320886,6.860155859,7.205663951,10.53327265,82.12129174,31.81305434,40.57650037,29.57621994,26.31119374,18.68686741,31.17733464,33.97367139,11.62883689,9.608284534,22.90219041,81.93170082,31.75885756,40.50874926,29.52030538,26.26668019,18.65900942,31.12886052,33.93076289,11.6161444,9.602532232,22.86658237,20655.31159,24844.32486,16224.04458,4662.155457,4668.952917,6551.179941,3650.433338,2327.849358,2000.356572,437.7441356,14021.16733
0.2,164,8466786.721,3947543.911,3288083.698,688561.1186,613563.5896,611565.5471,568515.8071,395169.48,116253.04,21030.08408,1604058.974,376777.9114,294540.83,188418.8425,62281.46059,54983.3761,68603.09871,39634.57558,21537.05083,16941.88498,2918.104103,152234.8075,22.47155808,13.40236568,17.45092823,11.05563537,11.15907449,8.914546989,14.34393578,18.3483562,6.861871636,7.206762794,10.53674255,82.15755246,31.82428163,40.59060563,29.58750089,26.32043015,18.69282673,31.18760204,33.98320193,11.63174446,9.609749323,22.90973261,81.96788909,31.77006914,40.52283526,29.53156847,26.2759038,18.66496168,31.13911508,33.94028429,11.61904969,9.60399659,22.87411515,20658.78923,24850.71023,16228.3003,4663.220779,4670.161638,6553.086555,3651.457696,2328.616205,2001.076561,437.9444304,14025.10185
0.200487508,164.1,8471949.396,3949950.95,3290088.627,688980.9729,613937.7137,611938.4529,568862.463,395410.437,116323.926,21042.9073,1605037.058,376840.7502,294616.4653,188468.2364,62295.65085,54997.59031,68623.04785,39645.69077,21544.1413,16947.97916,2919.4385,152277.5004,22.4815108,13.40709504,17.4569927,11.05985672,11.16299297,8.917389595,14.34865813,18.35350184,6.863586795,7.207861135,10.54021148,82.19380705,31.83550603,40.6047072,29.59877926,26.32966417,18.69878432,31.19786656,33.99272933,11.63465099,9.611213443,22.9172727,82.00407124,31.78127785,40.53691757,29.54282897,26.28512502,18.6709122,31.14936677,33.94980256,11.62195393,9.605460279,22.88164582,20662.26534,24857.09334,16232.55454,4664.285696,4671.369936,6554.992561,3652.481717,2329.382837,2001.796371,438.1446946,14029.03507
0.200365408,164.2,8477112.071,3952357.989,3292093.557,689400.8273,614311.8379,612311.3587,569209.119,395651.394,116394.812,21055.73052,1606015.143,376903.5612,294692.0739,188517.6132,62309.83571,55011.79953,68642.99064,39656.8023,21551.22979,16954.07183,2920.772694,152320.1794,22.49146186,13.41182318,17.46305558,11.06407711,11.16691043,8.920231374,14.35337914,18.35864579,6.865301338,7.208958974,10.54367944,82.23005552,31.84672756,40.61880507,29.61005505,26.3388958,18.70474018,31.2081282,34.0022536,11.63755647,9.612676894,22.92481069,82.04024727,31.79248367,40.5509962,29.5540869,26.29434385,18.67686099,31.15961558,33.9593177,11.62485713,9.6069233,22.88917437,20665.73993,24863.47421,16236.80731,4665.350207,4672.577809,6556.89796,3653.505401,2330.149254,2002.516001,438.3449283,14032.967
0.200243457,164.3,8482274.746,3954765.028,3294098.486,689820.6816,614685.962,612684.2645,569555.775,395892.351,116465.698,21068.55375,1606993.228,376966.3445,294767.6559,188566.9728,62324.01516,55026.00378,68662.92707,39667.91017,21558.31629,16960.16297,2922.106685,152362.8443,22.50141125,13.41655011,17.46911687,11.06829654,11.17082688,8.923072328,14.35809884,18.36378805,6.867015265,7.210056311,10.54714642,82.26629785,31.8579462,40.63289925,29.62132826,26.34812505,18.71069431,31.21838697,34.01177473,11.64046091,9.614139676,22.93234655,82.07641719,31.80368662,40.56507113,29.56534226,26.3035603,18.68280806,31.16986152,33.9688297,11.62775928,9.608385652,22.89670082,20669.213,24869.85282,16241.0586,4666.414313,4673.78526,6558.802752,3654.528748,2330.915457,2003.235451,438.5451315,14036.89764
0.200121655,164.4,8487437.421,3957172.067,3296103.415,690240.5359,615060.0862,613057.1704,569902.431,396133.308,116536.584,21081.37697,1607971.313,377029.1001,294843.2113,188616.3153,62338.18921,55040.20305,68682.85716,39679.0144,21565.4008,16966.25259,2923.440473,152405.4952,22.51135899,13.42127583,17.47517657,11.07251501,11.17474232,8.925912457,14.36281721,18.36892862,6.868728577,7.211153148,10.55061244,82.30253407,31.86916198,40.64698974,29.6325989,26.35735191,18.7166467,31.22864287,34.02129274,11.64336431,9.615601792,22.93988031,82.11258099,31.8148867,40.57914238,29.57659505,26.31277436,18.6887534,31.18010459,33.97833859,11.63066039,9.609847337,22.90422516,20672.68455,24876.22919,16245.30841,4667.478016,4674.992288,6560.706938,3655.551759,2331.681445,2003.954721,438.7453042,14040.82698
0.2,164.5,8492600.095,3959579.106,3298108.344,690660.3903,615434.2103,613430.0762,570249.087,396374.265,116607.47,21094.20019,1608949.397,377091.8281,294918.7401,188665.6407,62352.35788,55054.39735,68702.78091,39690.11498,21572.48334,16972.34069,2924.774058,152448.132,22.52130506,13.42600034,17.48123469,11.07673252,11.17865675,8.928751763,14.36753427,18.3740675,6.870441273,7.212249484,10.55407748,82.33876417,31.88037487,40.66107655,29.64386697,26.36657639,18.72259738,31.2388959,34.03080763,11.64626666,9.617063241,22.94741197,82.14873869,31.82608391,40.59320995,29.58784527,26.32198605,18.69469701,31.1903448,33.98784435,11.63356046,9.611308355,22.91174739,20676.15457,24882.60332,16249.55675,4668.541314,4676.198894,6562.610519,3656.574434,2332.447218,2004.673812,438.9454465,14044.75503
0.199878493,164.6,8497762.77,3961986.145,3300113.273,691080.2446,615808.3344,613802.982,570595.7429,396615.222,116678.356,21107.02341,1609927.482,377154.5285,294994.2423,188714.949,62366.52116,55068.58668,68722.69833,39701.21191,21579.56389,16978.42728,2926.10744,152490.7549,22.53124947,13.43072364,17.48729123,11.08094907,11.18257016,8.931590244,14.37225,18.37920469,6.872153356,7.213345321,10.55754156,82.37498816,31.8915849,40.67515968,29.65513247,26.37579849,18.72854632,31.24914607,34.04031939,11.64916798,9.618524024,22.95494152,82.1848903,31.83727825,40.60727385,29.59909293,26.33119536,18.7006389,31.20058215,33.99734699,11.63645949,9.612768708,22.91926752,20679.62308,24888.9752,16253.80362,4669.604209,4677.405078,6564.513495,3657.596773,2333.212778,2005.392724,439.1455584,14048.6818
0.199757134,164.7,8502925.445,3964393.184,3302118.202,691500.099,616182.4586,614175.8878,570942.3989,396856.179,116749.242,21119.84663,1610905.567,377217.2014,295069.718,188764.2403,62380.67905,55082.77105,68742.60943,39712.3052,21586.64247,16984.51235,2927.44062,152533.3638,22.54119222,13.43544573,17.49334618,11.08516466,11.18648258,8.934427904,14.37696442,18.3843402,6.873864825,7.214440659,10.56100467,82.41120605,31.90279205,40.68923913,29.66639541,26.38501821,18.73449354,31.25939337,34.04982803,11.65206825,9.619984141,22.96246896,82.2210358,31.84846972,40.62133407,29.61033802,26.34040229,18.70657906,31.21081663,34.00684651,11.63935748,9.614228395,22.92678555,20683.09007,24895.34485,16258.04902,4670.6667,4678.610841,6566.415867,3658.618777,2333.978123,2006.111457,439.34564,14052.60727
0.199635922,164.8,8508088.12,3966800.223,3304123.131,691919.9533,616556.5827,614548.7936,571289.0549,397097.136,116820.128,21132.66986,1611883.652,377279.8467,295145.1671,188813.5145,62394.83158,55096.95047,68762.5142,39723.39486,21593.71907,16990.5959,2928.773597,152575.9587,22.55113332,13.44016662,17.49939955,11.08937929,11.19039398,8.937264741,14.38167752,18.38947403,6.875575681,7.215535498,10.56446681,82.44741784,31.91399635,40.7033149,29.67765578,26.39423555,18.74043905,31.26963781,34.05933356,11.65496749,9.621443594,22.9699943,82.25717522,31.85965834,40.63539062,29.62158055,26.34960685,18.71251751,31.22104826,34.01634292,11.64225444,9.615687417,22.93430148,20686.55554,24901.71226,16262.29295,4671.728789,4679.816182,6568.317635,3659.640446,2334.743255,2006.830011,439.5456911,14056.53146
0.199514857,164.9,8513250.795,3969207.262,3306128.06,692339.8076,616930.7069,614921.6995,571635.7109,397338.093,116891.014,21145.49308,1612861.736,377342.4645,295220.5898,188862.7716,62408.97873,55111.12493,68782.41266,39734.48089,21600.79369,16996.67795,2930.106373,152618.5397,22.56107276,13.44488629,17.50545135,11.09359297,11.19430437,8.940100757,14.3863893,18.39460617,6.877285925,7.216629838,10.56792798,82.48362352,31.92519777,40.71738701,29.68891358,26.40345052,18.74638282,31.27987939,34.06883597,11.65786569,9.622902383,22.97751755,82.29330855,31.87084409,40.6494435,29.63282052,26.35880904,18.71845423,31.23127703,34.02583622,11.64515035,9.617145776,22.94181531,20690.0195,24908.07743,16266.53541,4672.790476,4681.021103,6570.218799,3660.661781,2335.508174,2007.548387,439.7457119,14060.45437
0.2,165,8518413.47,3971614.301,3308132.989,692759.662,617304.831,615294.6053,571982.3669,397579.05,116961.9,21158.3163,1613839.821,377405.0548,295295.986,188912.0117,62423.12052,55125.29445,68802.3048,39745.56328,21607.86635,17002.75847,2931.438946,152661.1067,22.57101054,13.44960476,17.51150157,11.09780569,11.19821376,8.942935953,14.39109978,18.39973663,6.878995557,7.217723681,10.57138819,82.51982312,31.93639634,40.73145545,29.70016883,26.41266312,18.75232488,31.29011812,34.07833527,11.66076285,9.624360509,22.98503869,82.32943579,31.88202698,40.66349272,29.64405794,26.36800886,18.72438924,31.24150294,34.03532641,11.64804523,9.618603471,22.94932705,20693.48195,24914.44037,16270.7764,4673.851761,4682.225603,6572.119361,3661.682781,2336.272879,2008.266583,439.9457024,14064.37599
0.200484555,165.1,8523576.144,3974021.339,3310137.918,693179.5163,617678.9551,615667.5111,572329.0228,397820.007,117032.786,21171.13952,1614817.906,377467.6176,295371.3558,188961.2349,62437.25695,55139.45903,68822.19065,39756.64205,21614.93703,17008.83749,2932.771317,152703.6598,22.58094667,13.45432203,17.51755021,11.10201745,11.20212215,8.945770329,14.39580893,18.40486542,6.880704577,7.218817028,10.57484744,82.55601663,31.94759204,40.74552022,29.71142152,26.42187335,18.75826523,31.300354,34.08783147,11.66365898,9.625817973,22.99255774,82.36555697,31.89320701,40.67753828,29.6552928,26.37720631,18.73032253,31.25172601,34.04481349,11.65093908,9.620060504,22.95683669,20696.94289,24920.80108,16275.01593,4674.912644,4683.429684,6574.019321,3662.703446,2337.037371,2008.984602,440.1456625,14068.29632
0.200363196,165.2,8528738.819,3976428.378,3312142.847,693599.3707,618053.0793,616040.4169,572675.6788,398060.964,117103.672,21183.96274,1615795.99,377530.153,295446.6991,189010.441,62451.38802,55153.61866,68842.0702,39767.7172,21622.00574,17014.915,2934.103487,152746.199,22.59088115,13.45903809,17.52359727,11.10622826,11.20602953,8.948603887,14.40051678,18.40999253,6.882412987,7.219909877,10.57830572,82.59220406,31.95878489,40.75958133,29.72267165,26.43108121,18.76420385,31.31058702,34.09732456,11.66655407,9.627274775,23.0000747,82.40167207,31.9043842,40.69158018,29.6665251,26.3864014,18.73625411,31.26194623,34.05429747,11.65383189,9.621516876,22.96434424,20700.40232,24927.15956,16279.254,4675.973127,4684.633345,6575.918679,3663.723778,2337.801649,2009.702441,440.3455924,14072.21538
0.200241984,165.3,8533901.494,3978835.417,3314147.777,694019.225,618427.2034,616413.3228,573022.3348,398301.921,117174.558,21196.78597,1616774.075,377592.6611,295522.0161,189059.6301,62465.51375,55167.77337,68861.94345,39778.78872,21629.07248,17020.99101,2935.435455,152788.7243,22.60081398,13.46375295,17.52964276,11.11043812,11.2099359,8.951436626,14.40522332,18.41511796,6.884120787,7.22100223,10.58176304,82.62838541,31.96997489,40.77363878,29.73391922,26.4402867,18.77014077,31.3208172,34.10681455,11.66944813,9.628730916,23.00758957,82.4377811,31.91555853,40.70561843,29.67775486,26.39559412,18.74218397,31.2721636,34.06377835,11.65672367,9.622972586,22.9718497,20703.86025,24933.51582,16283.49061,4677.033208,4685.836587,6577.817437,3664.743777,2338.565715,2010.420103,440.5454921,14076.13315
0.200120919,165.4,8539064.169,3981242.456,3316152.706,694439.0793,618801.3276,616786.2286,573368.9908,398542.878,117245.444,21209.60919,1617752.16,377655.1417,295597.3067,189108.8023,62479.63413,55181.92314,68881.81042,39789.85663,21636.13725,17027.0655,2936.767221,152831.2357,22.61074516,13.46846661,17.53568668,11.11464702,11.21384128,8.954268548,14.40992854,18.42024172,6.885827978,7.222094088,10.58521939,82.66456068,31.98116203,40.78769258,29.74516425,26.44948983,18.77607596,31.33104453,34.11630144,11.67234116,9.630186396,23.01510234,82.47388407,31.92673001,40.71965302,29.68898206,26.40478448,18.74811213,31.28237814,34.07325614,11.65961441,9.624427636,22.97935307,20707.31666,24939.86985,16287.72575,4678.092889,4687.039411,6579.715594,3665.763442,2339.329569,2011.137587,440.7453615,14080.04964
