Pct_Delta,PCT_Change,M_P_LTV,M_P_STR,M_P_YOT,M_P_CIN,M_P_DIS,M_P_SEM,M_P_Paid_Social,M_P_DCI,M_P_DRD,M_P_LRD,TlncT_P_LTV,TlncT_P_STR,TlncT_P_YOT,TlncT_P_CIN,TlncT_P_DIS,TlncT_P_SEM,TlncT_P_Paid_Social,TlncT_P_DCI,TlncT_P_DRD,TlncT_P_LRD,CPT_P_LTV,CPT_P_STR,CPT_P_YOT,CPT_P_CIN,CPT_P_DIS,CPT_P_SEM,CPT_P_Paid_Social,CPT_P_DCI,CPT_P_DRD,CPT_P_LRD,MCPT_P_LTV,MCPT_P_STR,MCPT_P_YOT,MCPT_P_CIN,MCPT_P_DIS,MCPT_P_SEM,MCPT_P_Paid_Social,MCPT_P_DCI,MCPT_P_DRD,MCPT_P_LRD,nMCPT_P_LTV,nMCPT_P_STR,nMCPT_P_YOT,nMCPT_P_CIN,nMCPT_P_DIS,nMCPT_P_SEM,nMCPT_P_Paid_Social,nMCPT_P_DCI,nMCPT_P_DRD,nMCPT_P_LRD,nMTIncT_P_LTV,nMTIncT_P_STR,nMTIncT_P_YOT,nMTIncT_P_CIN,nMTIncT_P_DIS,nMTIncT_P_SEM,nMTIncT_P_Paid_Social,nMTIncT_P_DCI,nMTIncT_P_DRD,nMTIncT_P_LRD
0.2,261,6617767.543,11142883.3,2775691.985,1895912.843,13457195.33,6555261.13,13427215.68,622757.2619,3620352.472,1102472.483,92005.34666,141533.4315,40035.02316,25892.16333,163606.9738,104999.9107,169338.1167,8524.019889,47418.6115,16051.49419,71.92807574,78.72969084,69.33159435,73.22342357,82.25318896,62.43111148,79.2923409,73.05910474,76.34876595,68.68348015,275.2645141,267.2748065,209.443265,256.9955014,244.1011875,228.3736994,230.6544129,226.4401829,258.7211609,249.1950437,274.7125214,266.7772496,209.0805408,256.503859,243.6844841,227.9292558,230.2106966,226.0436045,258.2424826,248.7092553,4817.958431,8353.698316,2655.141386,1478.272374,11044.76995,5752.013804,11665.15359,551.0063099,2803.839582,886.5552519
0.200306396,261.1,6620303.086,11147152.61,2776755.469,1896639.246,13462351.35,6557772.724,13432360.2,622995.8662,3621739.58,1102894.886,92014.55535,141549.4007,40040.09953,25894.98908,163628.0909,105010.9054,169360.4207,8525.073337,47423.97147,16053.18879,71.94843317,78.75097002,69.3493648,73.24348507,82.2740843,62.44849237,79.31227465,73.07806532,76.36938593,68.70254254,275.3424174,267.3466091,209.4967836,257.0659091,244.1629207,228.4369738,230.7119182,226.4984504,258.790336,249.2642099,274.7902536,266.8489054,209.1339567,256.5741185,243.7461005,227.9923953,230.2681029,226.1017594,258.3115172,248.7782735,4818.440973,8354.654926,2655.48026,1478.433801,11046.20859,5752.624086,11666.71375,551.0756464,2804.164227,886.6488783
0.200229709,261.2,6622838.629,11151421.91,2777818.952,1897365.649,13467507.36,6560284.318,13437504.73,623234.4705,3623126.688,1103317.289,92023.76144,141565.3655,40045.1746,25897.81405,163649.2027,105021.897,169382.7192,8526.126514,47429.33001,16054.88292,71.96878856,78.77224679,69.36713299,73.26354439,82.29497693,62.46587144,79.33220574,73.09702354,76.39000355,68.72160292,275.4203129,267.4184035,209.5502954,257.1363091,244.2246458,228.5002414,230.7694156,226.5567106,258.859503,249.3333688,274.8679781,266.9205528,209.1873658,256.6443704,243.8077089,228.0555281,230.3255013,226.159907,258.3805438,248.8472844,4818.92338,8355.611282,2655.819047,1478.595183,11047.64687,5753.234201,11668.27351,551.1449653,2804.488786,886.7424788
0.200153081,261.3,6625374.173,11155691.22,2778882.436,1898092.053,13472663.37,6562795.913,13442649.26,623473.0748,3624513.796,1103739.692,92032.96492,141581.3261,40050.24838,25900.63825,163670.3091,105032.8856,169405.0122,8527.17942,47434.68712,16056.57658,71.98914191,78.79352115,69.38489892,73.28360152,82.31586685,62.48324868,79.35213419,73.1159794,76.41061882,68.74066129,275.4982006,267.4901896,209.6038003,257.2067014,244.2863629,228.5635023,230.8269054,226.6149633,258.928662,249.4025204,274.9456947,266.992192,209.240768,256.7146146,243.8693091,228.1186541,230.3828921,226.2180472,258.4495623,248.916288,4819.40565,8356.567382,2656.157748,1478.756522,11049.08479,5753.844147,11669.83289,551.2142665,2804.813259,886.8360533
0.200076511,261.4,6627909.716,11159960.52,2779945.919,1898818.456,13477819.39,6565307.507,13447793.79,623711.6791,3625900.905,1104162.096,92042.16581,141597.2825,40055.32087,25903.46168,163691.4102,105043.8712,169427.2995,8528.232056,47440.04279,16058.26977,72.00949323,78.81479309,69.40266259,73.30365646,82.33675407,62.50062409,79.37206,73.13493289,76.43123174,68.75971765,275.5760805,267.5619675,209.6572983,257.277086,244.3480719,228.6267564,230.8843874,226.6732086,258.9978129,249.4716648,275.0234036,267.063823,209.2941634,256.7848511,243.9309013,228.1817734,230.4402751,226.27618,258.5185728,248.9852843,4819.887784,8357.523227,2656.496363,1478.917816,11050.52235,5754.453925,11671.39188,551.2835501,2805.137646,886.9296019
0.2,261.5,6630445.259,11164229.82,2781009.403,1899544.859,13482975.4,6567819.101,13452938.31,623950.2834,3627288.013,1104584.499,92051.36409,141613.2345,40060.39206,25906.28434,163712.506,105054.8537,169449.5814,8529.284421,47445.39704,16059.96249,72.02984252,78.83606263,69.42042401,73.32370921,82.35763858,62.51799767,79.39198317,73.15388403,76.45184231,68.778772,275.6539526,267.6337371,209.7107895,257.3474629,244.4097728,228.6900038,230.9418616,226.7314466,259.0669557,249.5408018,275.1011047,267.1354458,209.347552,256.85508,243.9924855,228.2448859,230.4976504,226.3343055,258.5875753,249.0542734,4820.369781,8358.478818,2656.834892,1479.079066,11051.95955,5755.063536,11672.95049,551.352816,2805.461948,887.0231246
0.199923547,261.6,6632980.802,11168499.13,2782072.886,1900271.263,13488131.41,6570330.695,13458082.84,624188.8878,3628675.121,1105006.902,92060.55978,141629.1823,40065.46196,25909.10622,163733.5965,105065.8332,169471.8577,8530.336517,47450.74986,16061.65475,72.05018977,78.85732975,69.43818317,73.34375979,82.37852039,62.53536943,79.41190369,73.17283281,76.47245053,68.79782435,275.7318169,267.7054984,209.7642739,257.4178322,244.4714657,228.7532444,230.9993282,226.7896771,259.1360905,249.6099315,275.178798,267.2070603,209.4009337,256.9253012,244.0540616,228.3079918,230.555018,226.3924236,258.6565696,249.1232551,4820.851643,8359.434153,2657.173335,1479.240273,11053.39639,5755.672979,11674.50872,551.4220643,2805.786164,887.1166214
0.199847153,261.7,6635516.345,11172768.43,2783136.37,1900997.666,13493287.43,6572842.29,13463227.37,624427.4921,3630062.229,1105429.305,92069.75287,141645.1258,40070.53056,25911.92733,163754.6816,105076.8097,169494.1284,8531.388342,47456.10125,16063.34653,72.07053499,78.87859446,69.45594008,73.36380817,82.3993995,62.55273937,79.43182158,73.19177924,76.4930564,68.81687468,275.8096735,267.7772515,209.8177515,257.4881938,244.5331505,228.8164784,231.056787,226.8479003,259.2052172,249.679054,275.2564836,267.2786665,209.4543086,256.9955147,244.1156297,228.3710909,230.6123779,226.4505343,258.725556,249.1922296,4821.333368,8360.389235,2657.511691,1479.401435,11054.83286,5756.282254,11676.06656,551.491295,2806.110294,887.2100923
0.199770817,261.8,6638051.888,11177037.74,2784199.853,1901724.07,13498443.44,6575353.884,13468371.89,624666.0964,3631449.337,1105851.709,92078.94336,141661.065,40075.59788,25914.74768,163775.7614,105087.7831,169516.3936,8532.439897,47461.45121,16065.03785,72.09087817,78.89985677,69.47369473,73.38385437,82.4202759,62.57010748,79.45173683,73.2107233,76.51365993,68.83592301,275.8875223,267.8489963,209.8712222,257.5585477,244.5948272,228.8797056,231.1142381,226.9061161,259.2743358,249.7481692,275.3341614,267.3502646,209.5076767,257.0657206,244.1771897,228.4341833,230.6697301,226.5086377,258.7945342,249.2611969,4821.814958,8361.344061,2657.849962,1479.562553,11056.26898,5756.891362,11677.62401,551.560508,2806.434338,887.3035373
0.19969454,261.9,6640587.431,11181307.04,2785263.337,1902450.473,13503599.45,6577865.478,13473516.42,624904.7007,3632836.446,1106274.112,92088.13126,141676.9999,40080.6639,25917.56725,163796.8359,105098.7535,169538.6533,8533.491182,47466.79975,16066.7287,72.11121933,78.92111666,69.49144714,73.4038984,82.44114961,62.58747377,79.47164944,73.22966502,76.53426111,68.85496933,275.9653632,267.920733,209.9246861,257.6288939,244.6564959,228.942926,231.1716814,226.9643246,259.3434464,249.8172771,275.4118314,267.4218544,209.561038,257.1359189,244.2387417,228.497269,230.7270745,226.5667337,258.8635045,249.3301569,4822.296411,8362.298634,2658.188147,1479.723627,11057.70473,5757.500303,11679.18108,551.6297035,2806.758297,887.3969565
0.2,262,6643122.974,11185576.34,2786326.82,1903176.876,13508755.47,6580377.073,13478660.95,625143.305,3634223.554,1106696.515,92097.31658,141692.9306,40085.72864,25920.38605,163817.9051,105109.7209,169560.9074,8534.542198,47472.14686,16068.41908,72.13155846,78.94237416,69.50919729,73.42394024,82.46202062,62.60483824,79.49155942,73.24860438,76.55485994,68.87401365,276.0431965,267.9924613,209.9781431,257.6992325,244.7181566,229.0061398,231.2291171,227.0225257,259.4125489,249.8863777,275.4894937,267.4934361,209.6143925,257.2061095,244.3002857,228.560348,230.7844113,226.6248224,258.9324667,249.3991096,4822.777729,8363.252952,2658.526246,1479.884657,11059.14013,5758.109076,11680.73777,551.6988814,2807.082171,887.4903498
0.200305227,262.1,6645658.518,11189845.65,2787390.304,1903903.28,13513911.48,6582888.667,13483805.47,625381.9093,3635610.662,1107118.918,92106.4993,141708.857,40090.79208,25923.20409,163838.969,105120.6852,169583.156,8535.592945,47477.49255,16070.10899,72.15189556,78.96362924,69.52694519,73.4439799,82.48288894,62.62220089,79.51146676,73.26754138,76.57545643,68.89305597,276.1210219,268.0641815,210.0315934,257.7695635,244.7798092,229.0693468,231.286545,227.0807194,259.4816434,249.955471,275.5671482,267.5650095,209.6677402,257.2762925,244.3618217,228.6234204,230.8417403,226.6829037,259.0014209,249.468055,4823.258912,8364.207017,2658.86426,1480.045644,11060.57517,5758.717682,11682.29407,551.7680418,2807.405959,887.5837174
0.200228833,262.2,6648194.061,11194114.95,2788453.787,1904629.683,13519067.5,6585400.261,13488950,625620.5136,3636997.77,1107541.322,92115.67944,141724.7792,40095.85424,25926.02135,163860.0276,105131.6465,169605.3991,8536.643423,47482.83682,16071.79844,72.17223063,78.98488193,69.54469085,73.46401738,82.50375456,62.63956172,79.53137147,73.28647604,76.59605058,68.91209628,276.1988396,268.1358934,210.0850368,257.8398868,244.8414538,229.1325471,231.3439652,227.1389057,259.5507299,250.0245571,275.644795,267.6365746,209.7210811,257.3464678,244.4233496,228.686486,230.8990617,226.7409777,259.0703671,249.5369932,4823.739959,8365.160828,2659.202187,1480.206586,11062.00984,5759.326122,11683.84999,551.8371845,2807.729661,887.6770591
0.200152497,262.3,6650729.604,11198384.26,2789517.271,1905356.087,13524223.51,6587911.856,13494094.53,625859.118,3638384.879,1107963.725,92124.85699,141740.6971,40100.91511,25928.83785,163881.0808,105142.6048,169627.6367,8537.693631,47488.17966,16073.48742,72.19256367,79.00613221,69.56243425,73.48405269,82.52461748,62.65692073,79.55127355,73.30540835,76.61664239,68.93113459,276.2766495,268.2075971,210.1384734,257.9102024,244.9030903,229.1957407,231.4013778,227.1970847,259.6198082,250.0936359,275.7224341,267.7081316,209.7744151,257.4166356,244.4848695,228.7495449,230.9563754,226.7990443,259.1393052,249.6059242,4824.22087,8366.114385,2659.540029,1480.367485,11063.44416,5759.934394,11685.40553,551.9063098,2808.053279,887.7703751
0.20007622,262.4,6653265.147,11202653.56,2790580.754,1906082.49,13529379.52,6590423.45,13499239.06,626097.7223,3639771.987,1108386.128,92134.03196,141756.6108,40105.97469,25931.65358,163902.1288,105153.5601,169649.8687,8538.743571,47493.52108,16075.17593,72.21289469,79.02738009,69.58017542,73.50408582,82.54547772,62.67427792,79.57117301,73.3243383,76.63723185,68.9501709,276.3544517,268.2792926,210.1919032,257.9805104,244.9647188,229.2589276,231.4587826,227.2552564,259.6888786,250.1627074,275.8000654,267.7796804,209.8277424,257.4867956,244.5463815,228.8125971,231.0136813,226.8571036,259.2082354,249.6748479,4824.701646,8367.067689,2659.877786,1480.528339,11064.87812,5760.5425,11686.96068,551.9754175,2808.376811,887.8636653
0.2,262.5,6655800.69,11206922.86,2791644.238,1906808.893,13534535.54,6592935.044,13504383.58,626336.3266,3641159.095,1108808.531,92143.20434,141772.5202,40111.03299,25934.46854,163923.1715,105164.5123,169672.0953,8539.793242,47498.86109,16076.86398,72.23322368,79.04862557,69.59791433,73.52411677,82.56633526,62.6916333,79.59106983,73.34326591,76.65781898,68.96920522,276.4322461,268.3509798,210.2453262,258.0508107,245.0263393,229.3221078,231.5161798,227.3134207,259.757941,250.2317717,275.8776889,267.851221,209.8810629,257.5569481,244.6078854,228.8756426,231.0709796,226.9151555,259.2771575,249.7437644,4825.182287,8368.02074,2660.215456,1480.68915,11066.31171,5761.150439,11688.51545,552.0445076,2808.700258,887.9569298
0.199923839,262.6,6658336.233,11211192.17,2792707.721,1907535.297,13539691.55,6595446.638,13509528.11,626574.9309,3642546.203,1109230.935,92152.37415,141788.4253,40116.09001,25937.28274,163944.2089,105175.4616,169694.3163,8540.842644,47504.19967,16078.55156,72.25355065,79.06986866,69.615651,73.54414555,82.58719011,62.70898686,79.61096402,73.36219118,76.67840377,68.98823753,276.5100327,268.4226589,210.2987424,258.1211035,245.0879518,229.3852813,231.5735692,227.3715776,259.8269953,250.3008287,275.9553048,267.9227534,209.9343766,257.627093,244.6693813,228.9386814,231.1282703,226.9732002,259.3460716,249.8126736,4825.662793,8368.973538,2660.553042,1480.849917,11067.74495,5761.758211,11690.06984,552.1135803,2809.023619,888.0501685
0.199847735,262.7,6660871.776,11215461.47,2793771.205,1908261.7,13544847.56,6597958.233,13514672.64,626813.5352,3643933.311,1109653.338,92161.54137,141804.3262,40121.14573,25940.09617,163965.241,105186.4078,169716.5318,8541.891779,47509.53684,16080.23868,72.2738756,79.09110934,69.63338543,73.56417215,82.60804228,62.7263386,79.63085559,73.3811141,76.69898623,69.00726785,276.5878116,268.4943297,210.3521518,258.1913885,245.1495562,229.4484481,231.630951,227.4297272,259.8960416,250.3698785,276.0329129,267.9942776,209.9876835,257.6972302,244.7308691,229.0017136,231.1855532,227.0312375,259.4149777,249.8815756,4826.143163,8369.926083,2660.890542,1481.010641,11069.17784,5762.365817,11691.62385,552.1826354,2809.346896,888.1433815
0.199771689,262.8,6663407.319,11219730.78,2794834.689,1908988.104,13550003.58,6600469.827,13519817.16,627052.1395,3645320.42,1110075.741,92170.70602,141820.2229,40126.20018,25942.90883,163986.2679,105197.351,169738.7418,8542.940645,47514.87258,16081.92533,72.29419852,79.11234763,69.65111762,73.58419659,82.62889176,62.74368853,79.65074454,73.40003467,76.71956635,69.02629617,276.6655828,268.5659923,210.4055544,258.261666,245.2111527,229.5116082,231.688325,227.4878695,259.9650798,250.4389211,276.1105132,268.0657937,210.0409837,257.7673598,244.7923491,229.0647391,231.2428285,227.0892675,259.4838758,249.9504704,4826.623399,8370.878375,2661.227956,1481.17132,11070.61036,5762.973257,11693.17747,552.2516731,2809.670087,888.2365689
0.199695702,262.9,6665942.862,11224000.08,2795898.172,1909714.507,13555159.59,6602981.421,13524961.69,627290.7439,3646707.528,1110498.144,92179.8681,141836.1153,40131.25334,25945.72073,164007.2894,105208.2912,169760.9464,8543.989243,47520.20692,16083.61152,72.31451943,79.13358353,69.66884757,73.60421885,82.64973855,62.76103665,79.67063086,73.41895291,76.74014413,69.04532249,276.7433462,268.6376468,210.4589502,258.3319358,245.2727411,229.5747616,231.7456914,227.5460044,260.0341101,250.5079563,276.1881059,268.1373015,210.094277,257.8374818,244.853821,229.1277579,231.3000961,227.1472901,259.5527659,250.0193579,4827.1035,8371.830414,2661.565285,1481.331956,11072.04252,5763.58053,11694.73072,552.3206933,2809.993194,888.3297305
0.2,263,6668478.406,11228269.38,2796961.656,1910440.91,13560315.6,6605493.016,13530106.22,627529.3482,3648094.636,1110920.548,92189.0276,141852.0035,40136.30523,25948.53187,164028.3057,105219.2284,169783.1454,8545.037573,47525.53983,16085.29724,72.33483831,79.15481703,69.68657528,73.62423894,82.67058266,62.77838295,79.69051456,73.4378688,76.76071958,69.06434682,276.8211019,268.709293,210.5123392,258.402198,245.3343215,229.6379083,231.8030502,227.604132,260.1031323,250.5769844,276.2656908,268.2088012,210.1475636,257.9075962,244.9152849,229.19077,231.357356,227.2053055,259.621648,250.0882382,4827.583465,8372.782202,2661.902529,1481.492549,11073.47433,5764.187638,11696.28358,552.389696,2810.316215,888.4228665
0.200304067,263.1,6671013.949,11232538.69,2798025.139,1911167.314,13565471.62,6608004.61,13535250.75,627767.9525,3649481.744,1111342.951,92198.18453,141867.8875,40141.35583,25951.34224,164049.3167,105230.1626,169805.3389,8546.085636,47530.87133,16086.9825,72.35515518,79.17604814,69.70430075,73.64425687,82.69142409,62.79572744,79.71039564,73.45678235,76.7812927,69.08336916,276.8988498,268.7809311,210.5657215,258.4724526,245.395894,229.7010483,231.8604012,227.6622523,260.1721465,250.6460052,276.3432681,268.2802927,210.2008434,257.977703,244.9767408,229.2537755,231.4146083,227.2633135,259.6905222,250.1571113,4828.063296,8373.733737,2662.239688,1481.653097,11074.90578,5764.794579,11697.83606,552.4586812,2810.639152,888.5159769
0.200227964,263.2,6673549.492,11236807.99,2799088.623,1911893.717,13570627.63,6610516.204,13540395.27,628006.5568,3650868.853,1111765.354,92207.33889,141883.7672,40146.40515,25954.15184,164070.3224,105241.0938,169827.5269,8547.133431,47536.20142,16088.6673,72.37547003,79.19727685,69.72202398,73.66427262,82.71226283,62.81307012,79.7302741,73.47569356,76.80186349,69.1023895,276.97659,268.8525609,210.6190969,258.5426996,245.4574584,229.7641817,231.9177446,227.7203653,260.2411528,250.7150188,276.4208376,268.351776,210.2541165,258.0478022,245.0381888,229.3167743,231.471853,227.3213143,259.7593883,250.2259772,4828.542993,8374.685019,2662.576762,1481.813602,11076.33688,5765.401354,11699.38815,552.5276491,2810.962003,888.6090616
0.200151918,263.3,6676085.035,11241077.3,2800152.106,1912620.12,13575783.64,6613027.799,13545539.8,628245.1611,3652255.961,1112187.757,92216.49068,141899.6427,40151.45319,25956.96069,164091.3229,105252.022,169849.7095,8548.180959,47541.5301,16090.35163,72.39578286,79.21850318,69.73974498,73.68428621,82.7330989,62.830411,79.75014994,73.49460243,76.82243195,69.12140785,277.0543226,268.9241826,210.6724656,258.612939,245.5190148,229.8273084,231.9750803,227.7784709,260.310151,250.7840251,276.4983994,268.4232512,210.3073827,258.1178939,245.0996288,229.3797664,231.5290899,227.3793077,259.8282465,250.2948359,4829.022555,8375.63605,2662.91375,1481.974064,11077.76761,5766.007964,11700.93987,552.5965994,2811.28477,888.7021207
0.20007593,263.4,6678620.578,11245346.6,2801215.59,1913346.524,13580939.66,6615539.393,13550684.33,628483.7654,3653643.069,1112610.161,92225.6399,141915.514,40156.49996,25959.76877,164112.3181,105262.9472,169871.8866,8549.22822,47546.85736,16092.03549,72.41609367,79.23972712,69.75746374,73.70429763,82.75393228,62.84775006,79.77002317,73.51350897,76.84299808,69.14042421,277.1320473,268.9957961,210.7258275,258.6831707,245.5805633,229.8904283,232.0324084,227.8365692,260.3791413,250.8530242,276.5759535,268.4947182,210.3606423,258.1879779,245.1610608,229.4427519,231.5863193,227.4372938,259.8970966,250.3636873,4829.501982,8376.586829,2663.250653,1482.134482,11079.19799,5766.614408,11702.49121,552.6655324,2811.607453,888.7951542
0.2,263.5,6681156.121,11249615.9,2802279.073,1914072.927,13586095.67,6618050.987,13555828.85,628722.3697,3655030.177,1113032.564,92234.78656,141931.381,40161.54544,25962.57609,164133.308,105273.8693,169894.0581,8550.275214,47552.18321,16093.7189,72.43640247,79.26094867,69.77518027,73.72430689,82.77476299,62.86508731,79.78989378,73.53241317,76.86356189,69.15943859,277.2097644,269.0674014,210.7791826,258.7533949,245.6421037,229.9535417,232.0897288,227.8946603,260.4481235,250.9220161,276.6534999,268.566177,210.413895,258.2580543,245.2224848,229.5057307,231.643541,227.4952727,259.9659388,250.4325316,4829.981275,8377.537357,2663.587472,1482.294856,11080.62801,5767.220686,11704.04217,552.7344479,2811.93005,888.8881621
0.199924127,263.6,6683691.664,11253885.21,2803342.557,1914799.331,13591251.69,6620562.582,13560973.38,628960.9741,3656417.286,1113454.967,92243.93066,141947.2438,40166.58965,25965.38265,164154.2927,105284.7885,169916.2243,8551.321941,47557.50765,16095.40184,72.45670926,79.28216783,69.79289457,73.74431399,82.79559103,62.88242276,79.80976178,73.55131504,76.88412337,69.17845097,277.2874737,269.1389986,210.832531,258.8236114,245.7036362,230.0166483,232.1470416,227.952744,260.5170978,250.9910008,276.7310386,268.6376277,210.467141,258.3281232,245.2839009,229.5687028,231.700755,227.5532442,260.0347731,250.5013686,4830.460434,8378.487633,2663.924205,1482.455187,11082.05768,5767.826799,11705.59274,552.803346,2812.252563,888.9811445
0.199848312,263.7,6686227.207,11258154.51,2804406.04,1915525.734,13596407.7,6623074.176,13566117.91,629199.5784,3657804.394,1113877.37,92253.07219,141963.1024,40171.63259,25968.18844,164175.2721,105295.7047,169938.3849,8552.368401,47562.83069,16097.08432,72.47701403,79.30338461,69.81060663,73.76431892,82.81641639,62.8997564,79.82962717,73.57021457,76.90468252,69.19746136,277.3651754,269.2105876,210.8858726,258.8938204,245.7651607,230.0797483,232.2043467,228.0108204,260.586064,251.0599783,276.8085696,268.7090702,210.5203803,258.3981845,245.345309,229.6316683,231.7579614,227.6112085,260.1035994,250.5701985,4830.939459,8379.437658,2664.260853,1482.615474,11083.48699,5768.432746,11707.14294,552.8722268,2812.574991,889.0741013
0.199772555,263.8,6688762.751,11262423.82,2805469.524,1916252.137,13601563.71,6625585.77,13571262.44,629438.1827,3659191.502,1114299.774,92262.21116,141978.9568,40176.67424,25970.99348,164196.2463,105306.6179,169960.5401,8553.414596,47568.15231,16098.76634,72.49731679,79.324599,69.82831647,73.78432169,82.83723907,62.91708823,79.84948994,73.58911177,76.92523935,69.21646977,277.4428693,269.2821684,210.9392074,258.9640218,245.8266773,230.1428416,232.2616441,228.0688895,260.6550223,251.1289485,276.886093,268.7805046,210.5736128,258.4682382,245.4067092,229.6946272,231.8151602,227.6691655,260.1724177,250.6390211,4831.418349,8380.387432,2664.597417,1482.775718,11084.91594,5769.038529,11708.69276,552.9410901,2812.897335,889.1670327
0.199696855,263.9,6691298.294,11266693.12,2806533.007,1916978.541,13606719.73,6628097.364,13576406.96,629676.787,3660578.61,1114722.177,92271.34758,141994.807,40181.71463,25973.79775,164217.2153,105317.5281,169982.6898,8554.460523,47573.47253,16100.44789,72.51761754,79.34581101,69.84602407,73.8043223,82.85805909,62.93441826,79.86935011,73.60800664,76.94579385,69.23547619,277.5205555,269.3537411,210.9925355,259.0342155,245.8881858,230.2059283,232.318934,228.1269513,260.7239726,251.1979116,276.9636086,268.8519309,210.6268386,258.5382843,245.4681014,229.7575794,231.8723514,227.7271151,260.241228,250.7078366,4831.897105,8381.336955,2664.933896,1482.935919,11086.34454,5769.644146,11710.24219,553.0099361,2813.219595,889.2599385
0.2,264,6693833.837,11270962.42,2807596.491,1917704.944,13611875.74,6630608.959,13581551.49,629915.3913,3661965.718,1115144.58,92280.48144,142010.653,40186.75374,25976.60127,164238.179,105328.4353,170004.834,8555.506185,47578.79134,16102.12899,72.53791628,79.36702063,69.86372945,73.82432075,82.87887643,62.95174649,79.88920767,73.62689918,76.96634604,69.25448063,277.598234,269.4253056,211.0458568,259.1044017,245.9496864,230.2690083,232.3762161,228.1850058,260.792915,251.2668674,277.0411166,268.923349,210.6800576,258.6083229,245.5294857,229.820525,231.9295349,227.7850576,260.3100304,250.7766449,4832.375728,8382.286227,2665.27029,1483.096076,11087.77278,5770.249598,11711.79125,553.0787647,2813.54177,889.3528188
0.200302916,264.1,6696369.38,11275231.73,2808659.974,1918431.348,13617031.75,6633120.553,13586696.02,630153.9956,3663352.827,1115566.983,92289.61274,142026.4947,40191.79158,25979.40403,164259.1374,105339.3396,170026.9728,8556.551581,47584.10875,16103.80962,72.55821301,79.38822788,69.8814326,73.84431704,82.89969111,62.96907291,79.90906262,73.64578939,76.9868959,69.27348308,277.6759049,269.4968619,211.0991713,259.1745804,246.0111791,230.3320816,232.4334907,228.243053,260.8618494,251.335816,277.1186169,268.994759,210.7332699,258.6783539,245.590862,229.8834639,231.9867108,227.8429927,260.3788249,250.845446,4832.854216,8383.235248,2665.606599,1483.25619,11089.20067,5770.854885,11713.33993,553.147576,2813.86386,889.4456736
0.200227101,264.2,6698904.923,11279501.03,2809723.458,1919157.751,13622187.77,6635632.147,13591840.54,630392.5999,3664739.935,1115989.387,92298.74149,142042.3323,40196.82815,25982.20603,164280.0906,105350.2408,170049.1061,8557.596711,47589.42475,16105.48979,72.57850773,79.40943275,69.89913352,73.86431118,82.92050311,62.98639753,79.92891496,73.66467728,77.00744345,69.29248355,277.753568,269.5684102,211.1524792,259.2447514,246.0726638,230.3951483,232.4907576,228.3010929,260.9307758,251.4047574,277.1961095,269.0661609,210.7864754,258.7483773,245.6522304,229.9463962,232.0438791,227.9009206,260.4476114,250.9142399,4833.332571,8384.184019,2665.942824,1483.41626,11090.6282,5771.460007,11714.88823,553.21637,2814.185867,889.538503
0.200151343,264.3,6701440.466,11283770.33,2810786.941,1919884.154,13627343.78,6638143.742,13596985.07,630631.2043,3666127.043,1116411.79,92307.86769,142058.1656,40201.86344,25985.00727,164301.0386,105361.1391,170071.234,8558.641575,47594.73934,16107.1695,72.59880045,79.43063524,69.91683222,73.88430316,82.94131245,63.00372035,79.9487647,73.68356283,77.02798867,69.31148204,277.8312235,269.6399502,211.2057802,259.3149148,246.1341405,230.4582084,232.5480169,228.3591256,260.9996943,251.4736917,277.2735944,269.1375546,210.8396742,258.8183932,245.7135908,230.0093219,232.1010398,227.9588412,260.51639,250.9830266,4833.810793,8385.13254,2666.278964,1483.576287,11092.05538,5772.064965,11716.43616,553.2851466,2814.507789,889.6313069
0.200075643,264.4,6703976.009,11288039.64,2811850.425,1920610.558,13632499.79,6640655.336,13602129.6,630869.8086,3667514.151,1116834.193,92316.99134,142073.9948,40206.89747,25987.80775,164321.9814,105372.0344,170093.3564,8559.686174,47600.05254,16108.84875,72.61909115,79.45183535,69.9345287,73.90429298,82.96211913,63.02104137,79.96861184,73.70244607,77.04853158,69.33047855,277.9088712,269.7114822,211.2590746,259.3850707,246.1956093,230.5212618,232.6052686,228.417151,261.0686048,251.5426187,277.3510717,269.2089402,210.8928663,258.8884015,245.7749434,230.0722409,232.1581928,228.0167545,260.5851606,251.0518061,4834.28888,8386.080811,2666.61502,1483.736271,11093.4822,5772.669758,11717.9837,553.3539059,2814.829627,889.7240854
0.2,264.5,6706511.552,11292308.94,2812913.908,1921336.961,13637655.81,6643166.93,13607274.12,631108.4129,3668901.26,1117256.596,92326.11244,142089.8197,40211.93022,25990.60747,164342.9189,105382.9267,170115.4734,8560.730508,47605.36433,16110.52755,72.63937986,79.47303308,69.95222296,73.92428065,82.98292314,63.03836059,79.98845637,73.72132697,77.06907218,69.34947308,277.9865113,269.783006,211.3123621,259.4552191,246.2570702,230.5843085,232.6625127,228.4751691,261.1375073,251.6115386,277.4285413,269.2803177,210.9460517,258.9584023,245.8362879,230.1351533,232.2153383,228.0746606,260.6539233,251.1205785,4834.766834,8387.028831,2666.950991,1483.896212,11094.90867,5773.274386,11719.53087,553.4226479,2815.15138,889.8168385
